identifier	synonyms	search	citations	isAuthor	letterCnt	numCnt	totalCnt	filtered_citations	summed_citations
MDA-MB-157	mb157	breast	238	FALSE	2	3	5	238	3787
Evsa-T	evsa t	breast	358	FALSE	5	0	5	358	396
MDA-MB-157	mda-157	breast	91	FALSE	3	3	6	91	3787
EFM-192A	efm192	breast	2	FALSE	3	3	6	2	147
MDA-MB-157	mda-mb-157	breast	1480	FALSE	5	3	8	1480	3787
MDA-MB-330	mdamb330	breast	11	FALSE	5	3	8	11	229
MDA-MB-330	mda-330	breast	21	FALSE	3	3	6	21	229
EFM-192A	efm192a	breast	67	FALSE	4	3	7	67	147
HDQ-P1	hdq-p1	breast	70	FALSE	4	1	5	70	95
CAL-120	cal120	breast	71	FALSE	3	3	6	71	152
MDA-MB-330	md anderson-metastatic breast-330	breast	NA	FALSE	26	3	29	NA	229
MFM-223	mfm223	breast	79	FALSE	3	3	6	79	313
CAL-51	cal-51	breast	398	FALSE	3	2	5	398	998
COR-L321	corl321	lung	NA	FALSE	4	3	7	NA	NA
COR-L321	cor-l321	lung	NA	FALSE	4	3	7	NA	NA
OV7	ov7	ovarian	36	FALSE	2	1	3	36	60
OV7	ov-7	ovarian	24	FALSE	2	1	3	24	60
HT115	ht-115	colon	63	FALSE	2	3	5	63	409
COLO 678	colo 678	colon	33	FALSE	4	3	7	33	83
HCT 116	hct-116	colon	18300	FALSE	3	3	6	18300	41215
COLO 678	colo678	colon	50	FALSE	4	3	7	50	83
RKO	rko	colon	7190	FALSE	3	0	3	NA	NA
KM12	km.12	colon	446	FALSE	2	2	4	446	2146
HCT 116	hct 116	colon	18300	FALSE	3	3	6	18300	41215
HCT 116	cocl2	colon	1300	FALSE	4	1	5	1300	41215
HCT 116	hct116	colon	21600	FALSE	3	3	6	21600	41215
HCT 116	hct_116	colon	15	FALSE	3	3	6	15	41215
COLO 678	colo-678	colon	33	FALSE	4	3	7	33	83
KM12	km12	colon	1700	FALSE	2	2	4	1700	2146
HT115	ht 115	colon	63	FALSE	2	3	5	63	409
KM12	km-12	colon	446	FALSE	2	2	4	446	2146
HT115	ht115	colon	346	FALSE	2	3	5	346	409
HT-55	ht55	colon	104	FALSE	2	2	4	104	135
MDST8	t8	colon	NA	FALSE	1	1	2	NA	36
HT-55	ht-55	colon	31	FALSE	2	2	4	31	135
HCT 116	hct.116	colon	18300	FALSE	3	3	6	18300	41215
MDST8	mdst8	colon	36	FALSE	4	1	5	36	36
TGBC11TKB	tgbc-11-tkb	gastric	1	FALSE	7	2	9	1	55
HGC-27	hgc 27	gastric	1860	FALSE	3	2	5	1860	2464
TGBC11TKB	tgbc11t	gastric	2	FALSE	5	2	7	2	55
HGC-27	hgc-27	gastric	1860	FALSE	3	2	5	1860	2464
TGBC11TKB	tgbc11tkb	gastric	52	FALSE	7	2	9	52	55
HGC-27	hgc27	gastric	604	FALSE	3	2	5	604	2464
5637	5637	bladder	5270	FALSE	0	4	4	NA	NA
639V	639v	bladder	111	FALSE	1	3	4	111	180
LB831-BLC	lb831	bladder	20	FALSE	2	3	5	20	33
LB831-BLC	lb831-blc	bladder	13	FALSE	5	3	8	13	33
DSH1	dsh1	bladder	57	FALSE	3	1	4	57	57
UM-UC-3	umuc3	bladder	787	FALSE	4	1	5	787	3077
UM-UC-3	um-uc3	bladder	150	FALSE	4	1	5	150	3077
BFTC-905	bftc905	bladder	152	FALSE	4	3	7	152	269
UM-UC-3	umuc-3	bladder	347	FALSE	4	1	5	347	3077
VM-CUB-1	vmcub1	bladder	67	FALSE	5	1	6	67	201
T24	t24	bladder	15100	FALSE	1	2	3	15100	17190
HT-1376	ht1376	bladder	975	FALSE	2	4	6	975	1720
SW780	sw-780	bladder	83	FALSE	2	3	5	83	628
CAL-29	cal 29	bladder	50	FALSE	3	2	5	50	88
VM-CUB-1	vm cub 1	bladder	65	FALSE	5	1	6	65	201
SW780	sw780	bladder	545	FALSE	2	3	5	545	628
RT-4	rt-4	bladder	802	FALSE	2	1	3	802	3430
T24	t-24	bladder	2090	FALSE	1	2	3	2090	17190
647V	647v	bladder	254	FALSE	1	3	4	254	332
RT-4	rt4p	bladder	8	FALSE	3	1	4	8	3430
UM-UC-3	university of michigan-urothelial carcinoma-3	bladder	1	FALSE	39	1	40	1	3077
639V	639 v	bladder	69	FALSE	1	3	4	69	180
RT-112	rt 112	bladder	355	FALSE	2	3	5	355	1735
SW1710	sw-1710	bladder	52	FALSE	2	4	6	52	227
RT-4	rt4	bladder	2620	FALSE	2	1	3	2620	3430
VM-CUB-1	vm-cub-i	bladder	7	FALSE	6	0	6	7	201
J82	j82 cot	bladder	2	FALSE	4	2	6	2	2747
KU-19-19	ku19-19	bladder	51	FALSE	2	4	6	51	222
BFTC-905	black foot disease transitional carcinoma 905	bladder	NA	FALSE	37	3	40	NA	269
HT-1376	ht-1376	bladder	742	FALSE	2	4	6	742	1720
KU-19-19	keio university-19-19	bladder	NA	FALSE	14	4	18	NA	222
SW1710	sw 1710	bladder	52	FALSE	2	4	6	52	227
639V	639-v	bladder	69	FALSE	1	3	4	69	180
UM-UC-3	uc-3	bladder	927	FALSE	2	1	3	927	3077
HT-1376	ht 1376	bladder	742	FALSE	2	4	6	742	1720
SW1710	sw1710	bladder	175	FALSE	2	4	6	175	227
T24	t 24	bladder	2090	FALSE	1	2	3	2090	17190
KU-19-19	ku-19-19	bladder	157	FALSE	2	4	6	157	222
BFTC-905	bftc 905	bladder	117	FALSE	4	3	7	117	269
KU-19-19	ku 19-19	bladder	157	FALSE	2	4	6	157	222
RT-112	rt112	bladder	1380	FALSE	2	3	5	1380	1735
VM-CUB-1	vmcub-1	bladder	20	FALSE	5	1	6	20	201
TCCSUP	tcc-sup	bladder	337	FALSE	6	0	6	337	1407
LB831-BLC	lb831blc	bladder	NA	FALSE	5	3	8	NA	33
J82	j 82	bladder	325	FALSE	1	2	3	325	2747
TCCSUP	tccsup	bladder	1070	FALSE	6	0	6	1070	1407
J82	j82cot	bladder	2	FALSE	4	2	6	2	2747
VM-CUB-1	vm-cub1	bladder	42	FALSE	5	1	6	42	201
CAL-29	centre antoine lacassagne-29	bladder	NA	FALSE	23	2	25	NA	88
KU-19-19	ku1919	bladder	14	FALSE	2	4	6	14	222
HT-1376	ht 1376.t	bladder	3	FALSE	3	4	7	3	1720
647V	647-v	bladder	78	FALSE	1	3	4	78	332
TCCSUP	tcc sup	bladder	337	FALSE	6	0	6	337	1407
SW780	sw 780	bladder	83	FALSE	2	3	5	83	628
RT-112	rt-112	bladder	355	FALSE	2	3	5	355	1735
VM-CUB-1	vm-cub-1	bladder	65	FALSE	5	1	6	65	201
J82	j82	bladder	2420	FALSE	1	2	3	2420	2747
UM-UC-3	um-uc-3	bladder	865	FALSE	4	1	5	865	3077
CAL-29	cal29	bladder	38	FALSE	3	2	5	38	88
647V	647 v	bladder	78	FALSE	1	3	4	78	332
J82	j-82	bladder	325	FALSE	1	2	3	325	2747
CAL-29	cal-29	bladder	50	FALSE	3	2	5	50	88
BFTC-905	bftc-905	bladder	117	FALSE	4	3	7	117	269
COLO 668	colo668	lung	27	FALSE	4	3	7	27	50
Lu-134-A	lu-134	lung	91	FALSE	2	3	5	91	250
NCI-H1048	h-1048	lung	4	FALSE	1	4	5	4	271
NCI-H1963	h1963	lung	143	FALSE	1	4	5	143	506
NCI-H1048	nci-h1048	lung	72	FALSE	4	4	8	72	271
DMS 273	dms-273	lung	122	FALSE	3	3	6	122	335
Lu-165	lu-165	lung	41	FALSE	2	3	5	41	78
COLO 668	colo-668	lung	23	FALSE	4	3	7	23	50
SHP-77	shadyside hospital pittsburgh-77	lung	NA	FALSE	27	2	29	NA	297
NCI-H1417	ncih1417	lung	1	FALSE	4	4	8	1	145
NCI-H128	h-128	lung	178	FALSE	1	3	4	178	743
NCI-H211	nci-h211	lung	38	FALSE	4	3	7	38	313
Lu-134-A	lu-134-ah	lung	30	FALSE	4	3	7	30	250
LB647-SCLC	lb647-sclc	lung	4	FALSE	6	3	9	4	4
NCI-H1105	h1105	lung	533	FALSE	1	4	5	533	551
Lu-134-A	lu-134-a-h	lung	30	FALSE	4	3	7	30	250
NCI-H526	nci-h526	lung	275	FALSE	4	3	7	275	970
DMS 114	dms-114	lung	216	FALSE	3	3	6	216	600
SW1271	sw-1271	lung	77	FALSE	2	4	6	77	195
NCI-H1048	h1048	lung	187	FALSE	1	4	5	187	271
NCI-H69	nci-hut-69	lung	3	FALSE	6	2	8	3	7210
NCI-H1304	nci-h1304	lung	11	FALSE	4	4	8	11	67
IST-SL1	ist-sl1	lung	5	FALSE	5	1	6	5	5
NCI-H1694	ncih1694	lung	6	FALSE	4	4	8	6	91
COLO 668	colo 668	lung	23	FALSE	4	3	7	23	50
NCI-H128	nci-128	lung	10	FALSE	3	3	6	10	743
Lu-139	lu-139	lung	41	FALSE	2	3	5	41	125
NCI-H1105	ncih1105	lung	2	FALSE	4	4	8	2	551
NCI-H211	ncih211	lung	5	FALSE	4	3	7	5	313
Lu-134-A	lu134-a-h	lung	5	FALSE	4	3	7	5	250
NCI-H2171	h-2171	lung	7	FALSE	1	4	5	7	272
Lu-139	lu139	lung	82	FALSE	2	3	5	82	125
NCI-H2081	ncih2081	lung	2	FALSE	4	4	8	2	86
NCI-H1694	nci-h1694	lung	15	FALSE	4	4	8	15	91
NCI-H1876	h-1876	lung	7	FALSE	1	4	5	7	85
NCI-H1963	nci-h1963	lung	44	FALSE	4	4	8	44	506
Lu-165	lu165	lung	37	FALSE	2	3	5	37	78
HCC33	hcc-33	lung	326	FALSE	3	2	5	326	378
NCI-H211	h-211	lung	95	FALSE	1	3	4	95	313
COR-L88	cor-l88	lung	52	FALSE	4	2	6	52	78
SBC-1	sbc-1	lung	92	FALSE	3	1	4	92	143
NCI-H1876	h1876	lung	64	FALSE	1	4	5	64	85
NCI-H524	ncih524	lung	3	FALSE	4	3	7	3	362
NCI-H64	h-64	lung	775	FALSE	1	2	3	775	885
NCI-H64	h64	lung	91	FALSE	1	2	3	91	885
NCI-H69	h69c	lung	15	FALSE	2	2	4	15	7210
NCI-H1105	nci-h1105	lung	13	FALSE	4	4	8	13	551
Lu-135	lu135	lung	113	FALSE	2	3	5	113	182
NCI-H2141	ncih2141	lung	2	FALSE	4	4	8	2	108
NCI-H2196	ncih2196	lung	NA	FALSE	4	4	8	NA	76
NCI-H211	h211	lung	175	FALSE	1	3	4	175	313
NCI-H1105	h-1105	lung	3	FALSE	1	4	5	3	551
NCI-H1688	h-1688	lung	18	FALSE	1	4	5	18	317
NCI-H128	ncih128	lung	4	FALSE	4	3	7	4	743
NCI-H1688	ncih1688	lung	2	FALSE	4	4	8	2	317
NCI-H1341	nci-h1341	lung	4	FALSE	4	4	8	4	35
NCI-H740	ncih740	lung	4	FALSE	4	3	7	4	203
NCI-H250	h250	lung	102	FALSE	1	3	4	102	637
Lu-134-A	lu134ah	lung	2	FALSE	4	3	7	2	250
CPC-N	cpcn	lung	5	FALSE	4	0	4	5	39
CPC-N	cpc.n	lung	34	FALSE	4	0	4	34	39
NCI-H1694	h-1694	lung	15	FALSE	1	4	5	15	91
NCI-H1694	h1694	lung	70	FALSE	1	4	5	70	91
NCI-H187	ncih187	lung	19	FALSE	4	3	7	19	1526
NCI-H187	h-187	lung	92	FALSE	1	3	4	92	1526
NCI-H209	ncih209	lung	6	FALSE	4	3	7	6	1708
NCI-H1341	h1341	lung	27	FALSE	1	4	5	27	35
NCI-H1341	ncih1341	lung	3	FALSE	4	4	8	3	35
Lu-134-A	lu134a	lung	24	FALSE	3	3	6	24	250
NCI-H1436	nci-h1436	lung	22	FALSE	4	4	8	22	85
NCI-H526	h526	lung	655	FALSE	1	3	4	655	970
NCI-H345	ncih345	lung	10	FALSE	4	3	7	10	1259
SBC-5	sbc-5	lung	376	FALSE	3	1	4	376	485
NCI-H2141	h-2141	lung	1	FALSE	1	4	5	1	108
NCI-H1048	ncih1048	lung	8	FALSE	4	4	8	8	271
NCI-H524	h-524	lung	24	FALSE	1	3	4	24	362
HCC33	hcc0033	lung	NA	FALSE	3	4	7	NA	378
NCI-H2081	h2081	lung	58	FALSE	1	4	5	58	86
NCI-H2081	h-2081	lung	1	FALSE	1	4	5	1	86
NCI-H2227	h2227	lung	84	FALSE	1	4	5	84	97
NCI-H64	ncih64	lung	NA	FALSE	4	2	6	NA	885
CPC-N	cpn	lung	782	FALSE	3	0	3	NA	39
NCI-H841	nci-841	lung	2	FALSE	3	3	6	2	307
NCI-H1304	h1304	lung	52	FALSE	1	4	5	52	67
NCI-H2141	h2141	lung	81	FALSE	1	4	5	81	108
SHP-77	shp-77	lung	182	FALSE	3	2	5	182	297
NCI-H1688	nci-h1688	lung	74	FALSE	4	4	8	74	317
Lu-139	ncc-c-lu-139	lung	2	FALSE	6	3	9	2	125
NCI-H2171	h2171	lung	188	FALSE	1	4	5	188	272
NCI-H841	nci-h841	lung	82	FALSE	4	3	7	82	307
NCI-H2029	ncih2029	lung	3	FALSE	4	4	8	3	46
NCI-H196	h196	lung	158	FALSE	1	3	4	158	307
NCI-H740	h-740	lung	18	FALSE	1	3	4	18	203
NCI-H209	h209	lung	1040	FALSE	1	3	4	1040	1708
COR-L279	cor-l279	lung	15	FALSE	4	3	7	15	19
NCI-H446	ncih446	lung	25	FALSE	4	3	7	25	3529
CPC-N	cpc-n	lung	34	FALSE	4	0	4	34	39
NCI-H82	ncih82	lung	18	FALSE	4	2	6	18	2864
NCI-H1304	h-1304	lung	4	FALSE	1	4	5	4	67
NCI-H526	ncih526	lung	11	FALSE	4	3	7	11	970
NCI-H1304	ncih1304	lung	NA	FALSE	4	4	8	NA	67
NCI-H2029	nci-h2029	lung	10	FALSE	4	4	8	10	46
NCI-H1092	h-1092	lung	12	FALSE	1	4	5	12	164
NCI-H1092	nci-h1092	lung	37	FALSE	4	4	8	37	164
NCI-H1836	h-1836	lung	1	FALSE	1	4	5	1	59
NCI-H69	nci-h-69	lung	56	FALSE	4	2	6	56	7210
NCI-H847	h-847	lung	8	FALSE	1	3	4	8	62
NCI-H2227	ncih2227	lung	2	FALSE	4	4	8	2	97
NCI-H82	nci-h82	lung	794	FALSE	4	2	6	794	2864
NCI-H1876	ncih1876	lung	2	FALSE	4	4	8	2	85
Lu-134-A	lu-134-a	lung	20	FALSE	3	3	6	20	250
NCI-H1417	nci-h1417	lung	30	FALSE	4	4	8	30	145
NCI-H740	nci-h740	lung	61	FALSE	4	3	7	61	203
NCI-H847	h847	lung	47	FALSE	1	3	4	47	62
COR-L303	cor l303	lung	2	FALSE	4	3	7	2	2
NCI-H69	nci-h69	lung	1840	FALSE	4	2	6	1840	7210
DMS 79	dms 79	lung	195	FALSE	3	2	5	195	351
COR-L311	corl311	lung	3	FALSE	4	3	7	3	4
COR-L311	cor-l311	lung	1	FALSE	4	3	7	1	4
COR-L95	corl95	lung	NA	FALSE	4	2	6	NA	4
NCI-H2196	nci-h2196	lung	11	FALSE	4	4	8	11	76
NCI-H1836	ncih1836	lung	5	FALSE	4	4	8	5	59
DMS 114	dms 114	lung	216	FALSE	3	3	6	216	600
COR-L88	cor l88	lung	52	FALSE	4	2	6	52	78
SBC-1	sbc1	lung	51	FALSE	3	1	4	51	143
SBC-5	sbc5	lung	109	FALSE	3	1	4	109	485
IST-SL2	ist-sl2	lung	4	FALSE	5	1	6	4	4
NCI-H1688	h1688	lung	223	FALSE	1	4	5	223	317
COR-L303	corl303	lung	NA	FALSE	4	3	7	NA	2
NCI-H187	nci-h187	lung	597	FALSE	4	3	7	597	1526
NCI-H748	h748	lung	87	FALSE	1	3	4	87	106
NCI-H209	nci-h209	lung	533	FALSE	4	3	7	533	1708
NCI-H510A	h-510	lung	46	FALSE	1	3	4	46	565
DMS 53	dms-53	lung	160	FALSE	3	2	5	160	409
DMS 79	dms-79	lung	195	FALSE	3	2	5	195	351
NCI-H446	h-446	lung	48	FALSE	1	3	4	48	3529
RERF-LC-FM	rerflcfm	lung	NA	FALSE	8	0	8	NA	30
NCI-H82	h-82	lung	587	FALSE	1	2	3	587	2864
NCI-H82	h82sclc	lung	2	FALSE	5	2	7	2	2864
NCI-H526	h-526	lung	29	FALSE	1	3	4	29	970
NCI-H345	nci-h345	lung	419	FALSE	4	3	7	419	1259
NCI-H128	h128	lung	363	FALSE	1	3	4	363	743
NCI-H345	nci h345	lung	419	FALSE	4	3	7	419	1259
Lu-134-A	lu-134a	lung	14	FALSE	3	3	6	14	250
NCI-H847	ncih847	lung	NA	FALSE	4	3	7	NA	62
NCI-H2196	h2196	lung	62	FALSE	1	4	5	62	76
NCI-H510A	nci-h510	lung	117	FALSE	4	3	7	117	565
NCI-H1436	ncih1436	lung	1	FALSE	4	4	8	1	85
RERF-LC-FM	lc-fm	lung	17	FALSE	4	0	4	17	30
NCI-H446	nci-h446	lung	1160	FALSE	4	3	7	1160	3529
COR-L279	lucl4	lung	NA	FALSE	4	1	5	NA	19
MS-1 [Human lung carcinoma]	ms-1 [human lung carcinoma]	lung	NA	FALSE	20	1	21	NA	1747
SBC-3	sbc-3	lung	576	FALSE	3	1	4	576	723
NCI-H250	ncih250	lung	NA	FALSE	4	3	7	NA	637
DMS 53	dms53	lung	249	FALSE	3	2	5	249	409
NCI-H748	nci-h748	lung	12	FALSE	4	3	7	12	106
NCI-H378	ncih378	lung	3	FALSE	4	3	7	3	713
NCI-H510A	h510	lung	288	FALSE	1	3	4	288	565
COR-L95	cor-l95	lung	4	FALSE	4	2	6	4	4
DMS 53	dms 53	lung	160	FALSE	3	2	5	160	409
NCI-H748	h-748	lung	5	FALSE	1	3	4	5	106
DMS 79	dms79	lung	156	FALSE	3	2	5	156	351
NCI-H82	nci-h-82	lung	13	FALSE	4	2	6	13	2864
COR-L88	corl88	lung	26	FALSE	4	2	6	26	78
NCI-H1963	ncih1963	lung	2	FALSE	4	4	8	2	506
NCI-H82	h82	lung	1450	FALSE	1	2	3	1450	2864
DMS 273	dms273	lung	213	FALSE	3	3	6	213	335
NCI-H345	h345	lung	745	FALSE	1	3	4	745	1259
NCI-H510A	ncih510	lung	4	FALSE	4	3	7	4	565
NCI-H510A	h-510a	lung	6	FALSE	2	3	5	6	565
RERF-LC-FM	rerf-lc-fm	lung	13	FALSE	8	0	8	13	30
NCI-H146	ncih146	lung	9	FALSE	4	3	7	9	1300
NCI-H748	ncih748	lung	2	FALSE	4	3	7	2	106
NCI-H1436	h-1436	lung	6	FALSE	1	4	5	6	85
NCI-H146	h-146	lung	189	FALSE	1	3	4	189	1300
NCI-H82	nci h82	lung	794	FALSE	4	2	6	794	2864
NCI-H510A	h510a	lung	67	FALSE	2	3	5	67	565
NCI-H446	nci-446	lung	36	FALSE	3	3	6	36	3529
COR-L279	corl279	lung	4	FALSE	4	3	7	4	19
NCI-H378	h-378	lung	21	FALSE	1	3	4	21	713
NCI-H378	nci-h378	lung	49	FALSE	4	3	7	49	713
NCI-H847	nci-h847	lung	7	FALSE	4	3	7	7	62
NCI-H446	h446	lung	2260	FALSE	1	3	4	2260	3529
NCI-H841	ncih841	lung	4	FALSE	4	3	7	4	307
NCI-H1436	h1436	lung	56	FALSE	1	4	5	56	85
Lu-135	lu-135	lung	67	FALSE	2	3	5	67	182
NCI-H510A	nci-h510a	lung	37	FALSE	5	3	8	37	565
NCI-H250	h-250	lung	517	FALSE	1	3	4	517	637
NCI-H378	h378	lung	640	FALSE	1	3	4	640	713
NCI-H146	nci-h146	lung	318	FALSE	4	3	7	318	1300
NCI-H146	h146	lung	784	FALSE	1	3	4	784	1300
MS-1 [Human lung carcinoma]	ms1	lung	1740	FALSE	2	1	3	1740	1747
NCI-H69	h69	lung	4270	FALSE	1	2	3	4270	7210
NCI-H1092	ncih1092	lung	5	FALSE	4	4	8	5	164
Lu-134-A	lu134	lung	63	FALSE	2	3	5	63	250
NCI-H2227	nci-h2227	lung	11	FALSE	4	4	8	11	97
NCI-H69	h-69	lung	877	FALSE	1	2	3	877	7210
NCI-H250	nci-h250	lung	18	FALSE	4	3	7	18	637
DMS 114	dms114	lung	384	FALSE	3	3	6	384	600
NCI-H196	ncih196	lung	2	FALSE	4	3	7	2	307
NCI-H128	nci-h128	lung	169	FALSE	4	3	7	169	743
NCI-H128	nci-h-128	lung	19	FALSE	4	3	7	19	743
SHP-77	shp77	lung	115	FALSE	3	2	5	115	297
NCI-H1417	h-1417	lung	1	FALSE	1	4	5	1	145
NCI-H2196	h-2196	lung	3	FALSE	1	4	5	3	76
HCC33	hcc33	lung	52	FALSE	3	2	5	52	378
NCI-H187	h187	lung	818	FALSE	1	3	4	818	1526
NCI-H2029	h2029	lung	32	FALSE	1	4	5	32	46
SW1271	sw1271	lung	118	FALSE	2	4	6	118	195
LB647-SCLC	lb647sclc	lung	NA	FALSE	6	3	9	NA	4
NCI-H2227	h-2227	lung	2	FALSE	1	4	5	2	97
COR-L279	cor l279	lung	15	FALSE	4	3	7	15	19
NCI-H69	nci-h69c	lung	6	FALSE	5	2	7	6	7210
MS-1 [Human lung carcinoma]	ms-1-l	lung	7	FALSE	3	1	4	7	1747
NCI-H841	h841	lung	198	FALSE	1	3	4	198	307
NCI-H2029	h-2029	lung	1	FALSE	1	4	5	1	46
NCI-H1876	nci-h1876	lung	12	FALSE	4	4	8	12	85
DMS 273	dms 273	lung	122	FALSE	3	3	6	122	335
NCI-H64	nci-h64	lung	19	FALSE	4	2	6	19	885
NCI-H196	nci-h196	lung	55	FALSE	4	3	7	55	307
SW1271	sw 1271	lung	77	FALSE	2	4	6	77	195
NCI-H345	h-345	lung	85	FALSE	1	3	4	85	1259
NCI-H841	h-841	lung	21	FALSE	1	3	4	21	307
NCI-H196	h-196	lung	92	FALSE	1	3	4	92	307
COR-L303	cor-l303	lung	2	FALSE	4	3	7	2	2
NCI-H2141	nci-h2141	lung	24	FALSE	4	4	8	24	108
NCI-H1417	h1417	lung	114	FALSE	1	4	5	114	145
NCI-H740	h740	lung	120	FALSE	1	3	4	120	203
NCI-H2171	nci-h2171	lung	74	FALSE	4	4	8	74	272
Lu-134-A	ncc-c-lu-134-a-h	lung	1	FALSE	8	3	11	1	250
NCI-H1836	h1836	lung	43	FALSE	1	4	5	43	59
NCI-H524	h524	lung	245	FALSE	1	3	4	245	362
NCI-H209	h-209	lung	129	FALSE	1	3	4	129	1708
NCI-H69	ncih69	lung	32	FALSE	4	2	6	32	7210
NCI-H69	h69/p	lung	111	FALSE	2	2	4	111	7210
RERF-LC-FM	radiation effects research foundation-lung cancer-fm	lung	NA	FALSE	46	0	46	NA	30
NCI-H1963	h-1963	lung	317	FALSE	1	4	5	317	506
Lu-135	ncc-c-lu-135	lung	2	FALSE	6	3	9	2	182
NCI-H2171	ncih2171	lung	3	FALSE	4	4	8	3	272
SBC-3	sbc3	lung	147	FALSE	3	1	4	147	723
NCI-H1836	nci-h1836	lung	10	FALSE	4	4	8	10	59
NCI-H69	nci h69	lung	1840	FALSE	4	2	6	1840	7210
NCI-H524	nci-h524	lung	90	FALSE	4	3	7	90	362
NCI-H1341	h-1341	lung	1	FALSE	1	4	5	1	35
NCI-H1092	h1092	lung	110	FALSE	1	4	5	110	164
NCI-H2081	nci-h2081	lung	25	FALSE	4	4	8	25	86
PCI-15A	pci-15a	pyriform	5	FALSE	4	2	6	5	9
PCI-15A	pci-15t	pyriform	NA	FALSE	4	2	6	NA	9
PCI-15A	pci-15	pyriform	4	FALSE	3	2	5	4	9
PCI-15A	pci15a	pyriform	NA	FALSE	4	2	6	NA	9
PCI-15A	pci-15.1	pyriform	NA	FALSE	3	3	6	NA	9
MDA-MB-453	mda-mb 453	breast	5910	FALSE	5	3	8	5910	7131
MDA-MB-453	mda-453	breast	268	FALSE	3	3	6	268	7131
MDA-MB-231	mb231	breast	9920	FALSE	2	3	5	9920	93359
MDA-MB-453	mda mb 453	breast	5910	FALSE	5	3	8	5910	7131
MDA-MB-231	md anderson-metastatic breast-231	breast	29	FALSE	26	3	29	29	93359
AU565	au-565	breast	302	FALSE	2	3	5	302	1046
MDA-MB-453	mdamb453	breast	199	FALSE	5	3	8	199	7131
MDA-MB-468	mda-mb-468	breast	14400	FALSE	5	3	8	14400	20242
MDA-MB-361	md anderson-metastatic breast-361	breast	3	FALSE	26	3	29	3	2960
HCC1428	hcc-1428	breast	92	FALSE	3	4	7	92	450
MDA-MB-468	md anderson-metastatic breast-468	breast	1	FALSE	26	3	29	1	20242
MDA-MB-231	mda mb231	breast	9410	FALSE	5	3	8	9410	93359
MDA-MB-453	mda-mb453	breast	563	FALSE	5	3	8	563	7131
MDA-MB-361	mda361	breast	121	FALSE	3	3	6	121	2960
MDA-MB-231	mda mb 231	breast	66700	FALSE	5	3	8	66700	93359
CAMA-1	cama-1	breast	854	FALSE	4	1	5	854	2777
MDA-MB-468	mda468	breast	563	FALSE	3	3	6	563	20242
AU565	au565	breast	744	FALSE	2	3	5	744	1046
MDA-MB-415	mda-415	breast	22	FALSE	3	3	6	22	528
MDA-MB-361	mda mb 361	breast	2240	FALSE	5	3	8	2240	2960
MDA-MB-361	mdamb361	breast	137	FALSE	5	3	8	137	2960
MDA-MB-468	mdamb468	breast	328	FALSE	5	3	8	328	20242
HCC1428	hcc1428	breast	358	FALSE	3	4	7	358	450
MDA-MB-361	mda-mb 361	breast	2240	FALSE	5	3	8	2240	2960
MDA-MB-361	mda-361	breast	211	FALSE	3	3	6	211	2960
MDA-MB-415	mda415	breast	17	FALSE	3	3	6	17	528
MDA-MB-231	mda-mb-231	breast	66700	FALSE	5	3	8	66700	93359
MDA-MB-361	mda-mb361	breast	248	FALSE	5	3	8	248	2960
MDA-MB-468	mb468	breast	1870	FALSE	2	3	5	1870	20242
MDA-MB-453	md anderson-metastatic breast-453	breast	1	FALSE	26	3	29	1	7131
MDA-MB-468	mda-468	breast	1380	FALSE	3	3	6	1380	20242
MDA-MB-453	mda453	breast	190	FALSE	3	3	6	190	7131
MDA-MB-468	mda-mb 468	breast	14400	FALSE	5	3	8	14400	20242
CAMA-1	cama	breast	1650	FALSE	4	0	4	1650	2777
MDA-MB-415	mdamb415	breast	56	FALSE	5	3	8	56	528
MDA-MB-361	mda-mb-361	breast	2240	FALSE	5	3	8	2240	2960
MDA-MB-231	mda-231	breast	3930	FALSE	3	3	6	3930	93359
MDA-MB-231	mda-mb231	breast	9410	FALSE	5	3	8	9410	93359
MDA-MB-231	mdamb231	breast	1590	FALSE	5	3	8	1590	93359
MDA-MB-415	mda-mb415	breast	59	FALSE	5	3	8	59	528
CAMA-1	cama1	breast	273	FALSE	4	1	5	273	2777
MDA-MB-453	mda-mb-453	breast	5910	FALSE	5	3	8	5910	7131
MDA-MB-231	mdamb-231	breast	1590	FALSE	5	3	8	1590	93359
MDA-MB-415	mda-mb-415	breast	374	FALSE	5	3	8	374	528
MDA-MB-231	mda231	breast	1780	FALSE	3	3	6	1780	93359
MDA-MB-231	mda.mb.231	breast	66700	FALSE	5	3	8	66700	93359
MDA-MB-468	mda-mb468	breast	1700	FALSE	5	3	8	1700	20242
MDA-MB-415	md anderson-metastatic breast-415	breast	NA	FALSE	26	3	29	NA	528
AU565	au 565	breast	302	FALSE	2	3	5	302	1046
MDA-MB-231	mda-mb 231	breast	66700	FALSE	5	3	8	66700	93359
EFO-21	efo-21	ovarian	163	FALSE	3	2	5	163	201
OAW42	oaw42	ovarian	417	FALSE	3	2	5	417	617
OAW42	oaw-42	ovarian	200	FALSE	3	2	5	200	617
EFO-21	efo 21	ovarian	163	FALSE	3	2	5	163	201
OAW42	oaw 42	ovarian	200	FALSE	3	2	5	200	617
EFO-21	efo21	ovarian	38	FALSE	3	2	5	38	201
RKN	rkn	ovarian	69	FALSE	3	0	3	NA	NA
EFO-27	efo27	ovarian	66	FALSE	3	2	5	66	214
